Identificador,FK_Evaluacion_Evaluacion,FK_Alumnos_Apellidos_Nombre,FK_Modulos_Nombre,FK_Notas_Nota,Nota Real
91605,4,3331,1802,4,3
91606,4,2464,1802,9,8
91607,4,3332,1802,6,5
91608,4,3324,1802,4,3
91609,4,3327,1802,7,6
91610,4,3329,1803,7,6
91611,4,3326,1803,8,7
91612,4,3673,1803,7,6
91613,4,3328,1803,10,9
91614,4,2464,1803,10,9
91615,4,3332,1803,9,8
91616,4,3324,1803,9,8
91617,4,3327,1803,7,6
91618,4,3326,1804,6,5
91619,4,3673,1804,8,7
91620,4,3328,1804,10,9
91621,4,2464,1804,10,9
91623,4,3333,1804,4,3
91624,4,3331,1804,2,1
91625,4,3329,1805,6,5
91626,4,3326,1805,7,6
91627,4,3673,1805,8,7
91628,4,3333,1805,10,9
91629,4,3328,1805,11,10
91630,4,2464,1805,10,9
91631,4,3332,1805,10,9
91632,4,3324,1805,8,7
91633,4,3327,1805,8,7
91634,2,4296,2183,14,13
91635,2,4296,2032,14,13
91636,2,4142,2032,8,7
91637,2,4320,2032,14,13
91638,2,4321,2032,8,7
91639,2,4153,2032,5,4
91640,2,4274,2032,14,13
91641,2,4396,2032,10,9
91642,2,3690,2032,10,9
91643,2,4111,2032,8,7
91644,4,3332,1804,4,3
91645,4,3324,1804,4,3
91646,2,3858,2032,14,13
91647,4,3331,1805,3,2
91648,2,4305,2032,14,13
91649,2,4445,2032,9,8
91650,2,4213,2032,14,13
91651,2,4214,2032,9,8
91652,2,4280,2032,7,6
91653,2,4273,2032,10,9
91654,2,4521,2032,6,5
91655,2,4215,2032,7,6
91656,2,3387,2025,11,10
91657,2,3386,2025,14,13
91658,2,3391,2025,8,7
91659,2,3384,2025,6,5
91660,2,3670,2025,7,6
91661,2,3671,2025,7,6
91662,2,2462,2025,10,9
91663,2,3388,2025,7,6
91664,2,3667,2025,9,8
91665,2,3377,2025,10,9
91666,2,3376,2025,7,6
91667,2,3383,2025,11,10
91668,2,3379,2025,9,8
91669,2,3392,2025,7,6
91670,2,3382,2025,7,6
91671,2,3385,2025,11,10
91672,2,3380,2025,10,9
91673,2,3381,2025,9,8
91674,2,3390,2025,8,7
91675,2,3378,2025,9,8
91676,2,3666,2025,7,6
91677,2,3668,2025,9,8
91678,2,3389,2025,7,6
91679,2,3669,2025,10,9
91680,2,2457,2025,10,9
91681,2,4359,2025,8,7
91682,2,3394,2025,11,10
91683,2,3672,2025,10,9
91684,2,3387,2026,11,10
91685,2,3386,2026,14,13
91686,2,3391,2026,9,8
91687,2,3384,2026,14,13
91688,2,3670,2026,11,10
91689,2,3671,2026,7,6
91690,2,3388,2026,7,6
91691,2,3377,2026,10,9
91693,2,3383,2026,9,8
91694,2,3379,2026,6,5
91695,2,3382,2026,8,7
91696,2,3385,2026,9,8
91697,2,3380,2026,10,9
91698,2,3381,2026,9,8
91699,2,3390,2026,9,8
91700,2,3378,2026,4,3
91701,2,3666,2026,7,6
91702,2,3668,2026,8,7
91703,2,3669,2026,9,8
91705,2,3394,2026,11,10
91706,2,3672,2026,10,9
91707,2,3888,2039,11,10
91708,2,2463,2026,14,13
91709,1,4265,2039,14,13
91710,2,4265,2039,14,13
91711,2,4137,2039,11,10
91712,2,4247,2039,10,9
91713,2,4366,2039,8,7
91714,2,4365,2039,8,7
91715,2,3420,2039,14,13
91716,2,3386,2053,14,13
91717,2,3391,2053,8,7
91718,2,3384,2053,9,8
91719,2,3670,2053,10,9
91720,2,3671,2053,10,9
91721,2,2462,2053,11,10
91722,2,3388,2053,8,7
91723,2,3667,2053,10,9
91724,2,3377,2053,9,8
91726,2,3383,2053,10,9
91727,2,3379,2053,8,7
91728,2,3392,2053,9,8
91729,2,3382,2053,9,8
91730,2,3385,2053,9,8
91731,2,3380,2053,11,10
91732,2,3381,2053,14,13
91733,2,3378,2053,8,7
91734,2,3666,2053,7,6
91735,2,3668,2053,8,7
91736,2,3389,2053,10,9
91737,2,3669,2053,9,8
91738,2,2457,2053,8,7
91739,2,4359,2053,7,6
91740,2,3394,2053,10,9
91741,2,3672,2053,9,8
91742,2,2463,2053,7,6
91743,4,3387,2021,10,9
91744,4,3391,2021,8,7
91745,4,3670,2021,8,7
91746,4,2462,2021,11,10
91747,4,3388,2021,7,6
91748,4,3667,2021,9,8
91749,4,3377,2021,9,8
91750,4,3383,2021,10,9
91751,4,3379,2021,8,7
91752,4,3392,2021,7,6
91753,4,3382,2021,7,6
91754,4,3385,2021,9,8
91755,4,3380,2021,11,10
91756,4,3381,2021,7,6
91757,4,3390,2021,9,8
91758,4,3666,2021,8,7
91759,4,3668,2021,8,7
91760,4,3389,2021,8,7
91761,4,3669,2021,8,7
91762,4,2457,2021,9,8
91763,4,4359,2021,8,7
91764,4,3394,2021,10,9
91765,4,3672,2021,9,8
91766,4,2463,2021,6,5
91767,4,3387,2022,10,9
91768,4,3391,2022,7,6
91769,4,3384,2022,9,8
91770,4,3670,2022,8,7
91771,4,3671,2022,8,7
91772,4,2462,2022,10,9
91773,4,3388,2022,8,7
91774,4,3667,2022,10,9
91775,4,3377,2022,10,9
91776,4,3376,2022,10,9
91777,4,3383,2022,11,10
91778,4,3379,2022,7,6
91779,4,3392,2022,8,7
91780,4,3382,2022,8,7
91781,4,3385,2022,11,10
91782,4,3380,2022,10,9
91783,4,3381,2022,10,9
91784,4,3390,2022,8,7
91785,4,3378,2022,9,8
91786,4,3666,2022,9,8
91787,4,3668,2022,10,9
91788,4,3389,2022,9,8
91789,4,3669,2022,10,9
91790,4,2457,2022,11,10
91791,4,4359,2022,10,9
91792,4,3394,2022,11,10
91793,4,3672,2022,11,10
91794,4,2463,2022,8,7
91795,4,3387,2023,10,9
91796,4,3391,2023,7,6
91797,4,3384,2023,9,8
91798,4,3670,2023,9,8
91799,4,3671,2023,8,7
91800,4,2462,2023,10,9
91801,4,3377,2023,11,10
91802,4,3376,2023,9,8
91803,4,3383,2023,11,10
91804,4,3379,2023,8,7
91805,4,3392,2023,7,6
91806,4,3385,2023,10,9
91807,4,3380,2023,10,9
91808,4,3390,2023,8,7
91809,4,3378,2023,7,6
91810,4,3666,2023,8,7
91811,4,3668,2023,10,9
91812,4,3389,2023,8,7
91813,4,3669,2023,10,9
91814,4,2457,2023,8,7
91815,4,4359,2023,9,8
91816,4,3394,2023,10,9
91817,4,3672,2023,10,9
91818,4,2463,2023,7,6
91819,4,3387,2024,9,8
91820,4,3391,2024,9,8
91821,4,3384,2024,9,8
91822,4,3670,2024,9,8
91823,4,3671,2024,9,8
91824,4,3388,2024,8,7
91825,4,3377,2024,11,10
91826,4,3383,2024,11,10
91827,4,3379,2024,8,7
91828,4,3382,2024,7,6
91829,4,3385,2024,10,9
91830,4,3380,2024,10,9
91831,4,3390,2024,8,7
91832,4,3378,2024,6,5
91833,4,3666,2024,7,6
91834,4,3668,2024,9,8
91835,4,3389,2024,10,9
91836,4,3669,2024,10,9
91837,4,4359,2024,9,8
91838,4,3394,2024,11,10
91839,4,3672,2024,10,9
91840,4,3387,2025,11,10
91841,4,3391,2025,8,7
91842,4,3384,2025,7,6
91843,4,3670,2025,8,7
91844,4,3671,2025,8,7
91845,4,2462,2025,10,9
91846,4,3388,2025,8,7
91847,4,3667,2025,9,8
91848,4,3377,2025,10,9
91849,4,3376,2025,8,7
91850,4,3383,2025,10,9
91851,4,3379,2025,8,7
91852,4,3392,2025,8,7
91853,4,3382,2025,8,7
91854,4,3385,2025,10,9
91855,4,3380,2025,9,8
91856,4,3381,2025,9,8
91857,4,3390,2025,9,8
91858,4,3378,2025,8,7
91859,4,3666,2025,8,7
91860,4,3668,2025,9,8
91861,4,3389,2025,8,7
91862,4,3669,2025,10,9
91863,4,2457,2025,10,9
91864,4,4359,2025,9,8
91865,4,3394,2025,11,10
91866,4,3672,2025,10,9
91867,4,3387,2026,11,10
91868,4,3670,2026,10,9
91869,4,3671,2026,7,6
91870,4,3388,2026,7,6
91871,4,3377,2026,10,9
91872,4,3383,2026,9,8
91873,4,3379,2026,6,5
91874,4,3382,2026,7,6
91875,4,3385,2026,9,8
91876,4,3380,2026,10,9
91877,4,3381,2026,8,7
91878,4,3390,2026,9,8
91879,4,3666,2026,7,6
91880,4,3668,2026,8,7
91881,4,3669,2026,9,8
91882,4,3394,2026,11,10
91883,4,3672,2026,10,9
91884,4,3391,2053,9,8
91885,4,3384,2053,9,8
91886,4,3670,2053,10,9
91887,4,3671,2053,10,9
91888,4,2462,2053,11,10
91889,4,3388,2053,8,7
91890,4,3667,2053,11,10
91891,4,3377,2053,10,9
91892,4,3383,2053,10,9
91893,4,3379,2053,8,7
91894,4,3392,2053,9,8
91895,4,3382,2053,10,9
91896,4,3385,2053,10,9
91897,4,3380,2053,11,10
91898,4,3378,2053,9,8
91899,4,3666,2053,7,6
91900,4,3668,2053,8,7
91901,4,3389,2053,9,8
91902,4,3669,2053,9,8
91903,4,2457,2053,8,7
91904,4,4359,2053,8,7
91905,4,3394,2053,11,10
91906,4,3672,2053,10,9
91907,2,3183,1785,10,9
91908,2,3322,1785,7,6
91909,2,3184,1785,8,7
91910,2,3182,1785,14,13
91911,2,3182,1784,14,13
91912,2,3183,1786,10,9
91913,2,3322,1786,9,8
91914,2,3184,1786,14,13
91915,2,3182,1786,14,13
91916,4,3183,1785,9,8
91917,4,3322,1785,7,6
91918,4,3184,1785,7,6
91919,4,3183,1786,10,9
91920,4,3322,1786,9,8
91921,2,3183,1787,9,8
91922,4,3183,1787,10,9
91923,2,3322,1787,8,7
91924,4,3322,1787,8,7
91925,2,3184,1787,14,13
91926,2,3182,1787,14,13
91927,2,3183,1790,9,8
91928,4,3183,1790,10,9
91929,2,3322,1790,9,8
91930,4,3322,1790,9,8
91931,2,3184,1790,14,13
91932,2,3182,1790,14,13
91933,2,3183,1792,8,7
91934,4,3183,1792,9,8
91935,2,3322,1792,9,8
91936,4,3322,1792,9,8
91937,2,3184,1792,14,13
91938,2,3182,1792,14,13
91939,2,3184,1793,9,8
91940,4,3184,1793,9,8
91941,1,3589,1460,14,13
91942,2,3589,1460,14,13
91943,4,3589,1460,14,13
91945,2,3012,1460,14,13
91946,4,3012,1460,14,13
91947,5,3012,1460,6,5
91948,1,4103,1605,8,7
91949,2,4103,1605,6,5
91950,4,4103,1605,7,6
91952,2,3908,1451,9,8
91953,2,3908,1453,11,10
91954,2,4285,1453,9,8
91955,2,4096,1453,10,9
91956,2,4096,1454,10,9
91957,2,3857,1453,11,10
91958,2,3860,1453,9,8
91959,2,4530,1453,9,8
91960,2,4311,1453,9,8
91961,2,4250,1453,10,9
91962,2,2390,1453,9,8
91963,2,4371,1453,10,9
91964,2,4041,1453,9,8
91965,2,3816,1453,11,10
91966,2,4261,1453,9,8
91967,2,4286,1453,10,9
91968,2,4182,1453,11,10
91969,2,3684,1453,10,9
91970,2,4535,1453,7,6
91971,2,4473,1453,10,9
91972,2,4251,1453,11,10
91973,2,4123,1453,11,10
91974,2,4310,1453,9,8
91975,2,4136,1453,11,10
91976,2,3882,1453,11,10
91977,2,4040,1453,11,10
91978,2,4185,1453,11,10
91979,2,3867,1453,9,8
91980,2,4484,1453,10,9
91981,2,4482,1453,10,9
91982,2,4244,1453,11,10
91983,2,4372,1453,10,9
91984,2,3846,1453,11,10
91985,2,4235,1453,11,10
91986,2,3890,1453,11,10
91987,2,3946,1453,10,9
91988,2,4064,1453,11,10
91989,2,4277,1453,11,10
91990,2,4526,1453,7,6
91991,2,4183,1453,11,10
91992,2,4236,1453,9,8
91993,2,4287,1453,10,9
91994,2,4065,1453,11,10
91995,2,3683,1453,9,8
91997,2,4364,1453,11,10
91998,4,3204,2144,5,4
91999,2,4360,1453,11,10
92000,2,4088,1617,11,10
92001,2,4088,1619,9,8
92002,2,4248,1617,8,7
92003,2,4248,1619,6,5
92004,2,4189,1617,9,8
92005,2,4189,1619,9,8
92006,2,4519,1617,10,9
92007,2,4519,1619,10,9
92008,2,4191,1617,14,13
92009,2,4191,1619,14,13
92011,2,4268,1617,9,8
92012,2,4268,1619,8,7
92013,2,4495,1619,9,8
92014,1,3334,1494,14,13
92015,1,3334,1495,14,13
92016,4,3334,1495,14,13
92017,2,4522,1742,14,13
92018,2,4489,1742,6,5
92019,4,3384,2021,7,6
92020,4,3671,2021,4,3
92021,4,3376,2021,4,3
92022,4,3378,2021,4,3
92023,4,2463,2053,4,3
92024,4,3388,2023,4,3
92025,4,3382,2023,4,3
92026,4,3391,2026,8,7
92027,4,3378,2026,4,3
92028,2,3834,1490,7,6
92029,2,3834,1489,8,7
92030,2,3834,1491,6,5
92031,4,3384,2026,4,3
92032,4,3381,2023,4,3
92033,4,3182,1785,4,3
92034,4,3182,1786,4,3
92035,4,3182,1787,4,3
92036,4,3182,1790,4,3
92037,4,3182,1792,4,3
92038,4,3184,1786,4,3
92039,4,3184,1787,4,3
92040,4,3184,1790,4,3
92041,4,3184,1792,4,3
92042,2,4212,2032,9,8
92043,4,3386,2021,14,13
92044,4,3386,2022,14,13
92045,4,3386,2023,14,13
92046,4,3386,2024,14,13
92047,4,3386,2025,14,13
92048,4,3386,2026,14,13
92049,4,3386,2053,14,13
92050,4,3381,2053,14,13
92051,2,4364,1451,7,6
92052,2,4285,1451,9,8
92053,2,4096,1451,10,9
92054,2,3857,1451,10,9
92055,2,3860,1451,10,9
92056,2,4530,1451,5,4
92057,2,4311,1451,5,4
92058,2,4250,1451,10,9
92059,2,2390,1451,9,8
92060,2,4371,1451,10,9
92061,2,4041,1451,2,1
92062,2,3816,1451,10,9
92063,2,4261,1451,8,7
92064,2,4286,1451,9,8
92065,2,4182,1451,10,9
92066,2,3684,1451,9,8
92067,2,4535,1451,4,3
92068,2,4473,1451,10,9
92069,2,4251,1451,7,6
92070,2,4123,1451,8,7
92071,2,4310,1451,4,3
92072,2,4136,1451,9,8
92073,2,3882,1451,8,7
92074,2,4040,1451,14,13
92075,2,4185,1451,10,9
92076,2,3867,1451,8,7
92077,2,4484,1451,9,8
92078,2,4482,1451,9,8
92079,2,4244,1451,9,8
92080,2,4360,1451,10,9
92081,2,3846,1451,6,5
92082,2,4235,1451,11,10
92083,2,3890,1451,10,9
92084,2,3946,1451,11,10
92085,2,4064,1451,6,5
92086,2,4277,1451,5,4
92087,2,4526,1451,9,8
92088,2,4183,1451,10,9
92089,2,4236,1451,2,1
92090,2,4287,1451,10,9
92091,2,4065,1451,8,7
92092,2,3683,1451,8,7
92093,2,3404,1451,10,9
92094,2,3589,1451,14,13
92095,2,2686,1451,10,9
92096,2,4296,2031,14,13
92097,2,4239,2031,9,8
92098,2,4142,2031,8,7
92099,2,4320,2031,14,13
92100,2,4321,2031,2,1
92101,2,4153,2031,7,6
92102,2,4274,2031,14,13
92103,2,4396,2031,14,13
92104,2,4212,2031,9,8
92105,2,3690,2031,9,8
92106,2,4111,2031,9,8
92107,2,3858,2031,14,13
92108,2,4305,2031,14,13
92109,2,4445,2031,10,9
92110,2,4213,2031,14,13
92111,2,4214,2031,7,6
92112,2,4280,2031,4,3
92113,2,4273,2031,8,7
92114,2,4521,2031,10,9
92115,2,4215,2031,2,1
92116,2,4256,1436,14,13
92117,2,4427,1436,8,7
92118,2,4471,1436,5,4
92119,2,4506,1436,2,1
92120,2,3949,1436,14,13
92121,2,3951,1436,7,6
92122,2,4094,1436,8,7
92123,2,4146,1436,3,2
92124,2,3665,1436,9,8
92125,2,3960,1436,6,5
92126,2,3950,1436,7,6
92127,2,3980,1436,9,8
92128,2,4525,1436,6,5
92129,2,4468,1436,5,4
92130,2,4051,1436,3,2
92131,2,4511,1436,9,8
92132,2,3830,1436,7,6
92133,2,4090,1436,8,7
92134,2,4006,1436,9,8
92135,2,4522,1436,14,13
92136,2,4099,1436,5,4
92137,2,4306,1436,2,1
92138,2,4478,1436,8,7
92139,2,4035,1436,7,6
92140,2,4531,1436,6,5
92141,2,4529,1436,2,1
92142,2,4489,1436,2,1
92143,2,4241,1436,7,6
92144,2,2129,1436,14,13
92145,2,4514,1560,6,5
92146,2,4056,1560,10,9
92147,2,4401,1560,6,5
92148,2,3871,1560,9,8
92149,2,4393,1560,7,6
92150,2,4255,1560,9,8
92151,2,4258,1560,9,8
92152,2,4254,1560,11,10
92153,2,4198,1560,10,9
92154,2,4453,1560,7,6
92155,2,4045,1560,10,9
92156,2,4199,1560,9,8
92157,2,4202,1560,11,10
92158,2,3693,1560,10,9
92159,2,4270,1560,9,8
92160,2,4516,1560,8,7
92161,2,3790,1560,9,8
92162,2,4303,1560,9,8
92163,2,4502,1560,10,9
92164,2,2269,1560,10,9
92165,2,4460,1560,11,10
92166,2,4058,1560,9,8
92167,2,3947,1560,6,5
92168,2,3852,1560,8,7
92169,2,1767,1560,5,4
92170,2,3916,1560,10,9
92171,2,4293,1560,10,9
92172,2,4532,1560,8,7
92173,2,3998,1560,9,8
92174,2,3880,1560,10,9
92175,2,3967,1560,10,9
92176,2,4509,1560,14,13
92177,2,4054,1560,7,6
92178,2,4523,1560,14,13
92179,2,4508,1560,9,8
92180,2,4049,1560,14,13
92181,2,4490,1560,10,9
92182,2,3909,1560,14,13
92183,2,4057,1560,14,13
92184,2,4201,1560,14,13
92185,2,3967,1561,11,10
92186,2,4054,1561,8,7
92187,2,4490,1561,11,10
92188,2,4516,1561,9,8
92189,2,4303,1561,9,8
92190,2,4502,1561,10,9
92191,2,4254,1561,11,10
92192,2,3916,1561,10,9
92193,2,4045,1561,10,9
92194,2,4401,1561,6,5
92195,2,4255,1561,9,8
92196,2,4508,1561,11,10
92197,2,4393,1561,9,8
92198,2,3790,1561,10,9
92199,2,4058,1561,9,8
92200,2,3112,1561,9,8
92201,2,4202,1561,10,9
92202,2,4056,1561,10,9
92203,2,4509,1563,14,13
92204,2,4509,1565,14,13
92205,2,4270,1561,10,9
92206,2,4460,1561,11,10
92207,2,4453,1561,6,5
92208,2,4514,1561,9,8
92209,2,3947,1561,5,4
92210,2,3693,1561,10,9
92211,2,4201,1561,5,4
92212,2,3852,1561,9,8
92213,2,3871,1561,9,8
92214,2,1767,1561,6,5
92215,2,4199,1561,10,9
92216,2,4198,1561,9,8
92217,2,4532,1561,9,8
92218,2,4049,1561,14,13
92219,2,3909,1561,14,13
92220,2,4363,1561,11,10
92221,2,4057,1561,14,13
92222,2,3979,1561,4,3
92223,2,3979,1560,14,13
92224,2,4442,1561,6,5
92225,2,4442,1560,6,5
92226,2,3880,1561,10,9
92227,2,4523,1561,14,13
92228,2,4293,1561,10,9
92229,2,3998,1561,11,10
92230,2,4509,1561,14,13
92231,2,4030,1542,10,9
92232,2,4032,1542,8,7
92233,2,3795,1542,11,10
92234,2,3815,1542,9,8
92235,2,3963,1542,8,7
92236,2,2055,1542,9,8
92237,2,4025,1542,9,8
92238,2,2042,1542,9,8
92239,2,4269,1542,10,9
92240,2,2274,1542,5,4
92241,2,2277,1542,14,13
92242,2,3954,1542,7,6
92243,2,3964,1542,9,8
92244,2,4005,1542,8,7
92245,2,4033,1542,11,10
92246,2,3905,1542,8,7
92247,2,2354,1542,14,13
92249,2,4059,1542,7,6
92250,2,4222,1542,11,10
92251,2,3952,1542,10,9
92252,2,4209,1598,10,9
92253,2,3876,1598,5,4
92254,2,3988,1598,10,9
92255,1,2158,1598,9,8
92256,2,2158,1598,9,8
92257,2,4205,1598,8,7
92258,2,4524,1598,9,8
92259,2,3972,1598,10,9
92260,2,4317,1598,10,9
92261,2,4139,1598,9,8
92262,2,4141,1598,10,9
92263,2,4316,1598,6,5
92264,2,4475,1598,10,9
92265,2,4295,1598,7,6
92266,2,4024,1598,10,9
92267,2,3688,1598,7,6
92268,2,4077,1598,10,9
92269,2,4461,1598,7,6
92270,2,4208,1598,6,5
92271,2,4210,1598,8,7
92272,2,3920,1598,9,8
92273,2,4474,1598,4,3
92274,2,4207,1598,10,9
92275,2,4103,1598,9,8
92276,2,4034,1598,8,7
92277,2,4420,1598,10,9
92278,2,4394,1598,9,8
92279,2,4279,1598,10,9
92280,2,4496,1598,8,7
92281,2,2352,1598,9,8
92282,2,3839,1598,11,10
92283,2,4377,1598,10,9
92284,2,4503,1598,4,3
92285,2,4127,1598,6,5
92286,2,3991,1598,11,10
92287,2,4140,1598,8,7
92288,2,4515,1598,9,8
92289,2,4271,1598,14,13
92290,2,2926,1598,14,13
92291,2,2926,1599,14,13
92292,2,4417,1598,10,9
92293,2,4480,1598,14,13
92294,2,4378,1598,9,8
92295,2,4194,1598,14,13
92296,2,4194,1599,14,13
92297,2,2229,1598,14,13
92299,5,2694,1548,3,2
92303,2,3789,1656,10,9
92304,2,3833,1656,11,10
92305,2,3836,1656,11,10
92306,2,4448,1656,8,7
92307,2,3808,1656,10,9
92308,2,4451,2034,4,3
92309,2,4265,2034,14,13
92310,2,4137,2034,11,10
92311,2,4247,2034,8,7
92312,2,4366,2034,8,7
92313,2,4365,2034,10,9
92314,2,3420,2034,4,3
92315,2,4451,2038,7,6
92316,2,3888,2038,10,9
92317,3,4265,2038,14,13
92318,2,4265,2038,14,13
92319,2,4137,2038,9,8
92320,2,4247,2038,10,9
92321,2,4366,2038,8,7
92322,2,4365,2038,8,7
92323,2,4296,2030,14,13
92324,2,4239,2030,6,5
92325,2,4142,2030,8,7
92326,2,4320,2030,14,13
92327,2,4321,2030,4,3
92328,2,4153,2030,5,4
92329,2,4274,2030,14,13
92330,2,4396,2030,5,4
92331,2,4212,2030,7,6
92332,2,3690,2030,8,7
92333,2,4111,2030,5,4
92334,2,3858,2030,14,13
92335,2,4445,2030,7,6
92336,2,4213,2030,14,13
92337,2,4214,2030,6,5
92338,2,4280,2030,4,3
92339,2,4273,2030,5,4
92340,2,4521,2030,7,6
92341,2,4215,2030,4,3
92342,2,1618,2030,14,13
92343,2,4305,2030,14,13
92344,2,3981,1407,8,7
92345,2,3953,1407,6,5
92346,2,3976,1407,2,1
92347,2,3975,1407,11,10
92348,2,4001,1407,11,10
92349,2,3937,1407,6,5
92350,2,3945,1407,7,6
92351,2,3935,1407,3,2
92352,2,3812,1407,6,5
92353,2,4021,1407,3,2
92354,2,3796,1407,3,2
92355,2,3922,1407,6,5
92356,2,4053,1407,8,7
92357,2,4000,1407,9,8
92358,2,3996,1407,11,10
92359,2,3929,1407,6,5
92360,2,3848,1407,11,10
92361,2,4046,1407,11,10
92362,2,3809,1407,10,9
92363,2,3940,1407,3,2
92364,2,3897,1407,6,5
92365,2,3925,1407,6,5
92366,2,3984,1407,6,5
92367,2,3868,1407,11,10
92368,2,3825,1407,6,5
92369,2,3961,1407,6,5
92370,2,3681,1407,7,6
92371,2,4223,1473,8,7
92372,2,4227,1473,8,7
92373,2,4283,1473,7,6
92374,2,4072,1473,10,9
92375,2,4157,1473,9,8
92376,2,4230,1473,10,9
92377,2,4233,1473,8,7
92378,2,3804,1473,8,7
92379,2,3798,1473,9,8
92380,2,3785,1473,8,7
92381,2,4155,1473,6,5
92382,2,3915,1473,10,9
92383,2,4114,1473,4,3
92384,2,3879,1473,10,9
92385,2,3912,1473,8,7
92386,2,4174,1473,10,9
92387,2,4080,1473,10,9
92388,2,4231,1473,3,2
92389,2,4179,1473,11,10
92390,2,4242,1473,6,5
92391,2,4118,1473,9,8
92392,2,4223,1471,9,8
92393,2,4227,1471,10,9
92394,2,4283,1471,7,6
92395,2,4072,1471,10,9
92396,2,4157,1471,9,8
92397,2,4230,1471,10,9
92398,2,4233,1471,10,9
92399,2,3804,1471,10,9
92400,2,3798,1471,10,9
92401,2,3785,1471,9,8
92402,2,4155,1471,8,7
92403,2,3915,1471,9,8
92404,2,4114,1471,4,3
92405,2,3879,1471,11,10
92406,2,3912,1471,9,8
92407,2,4174,1471,10,9
92408,2,4080,1471,11,10
92409,2,4231,1471,5,4
92410,2,4179,1471,11,10
92411,2,4242,1471,8,7
92412,2,4118,1471,10,9
92413,2,4223,1472,8,7
92414,2,4227,1472,9,8
92415,2,4283,1472,6,5
92416,2,4072,1472,10,9
92417,2,4157,1472,9,8
92418,2,4230,1472,9,8
92419,2,4233,1472,9,8
92420,2,3804,1472,6,5
92421,2,3798,1472,9,8
92422,2,3785,1472,9,8
92423,2,4155,1472,5,4
92424,2,3915,1472,10,9
92425,2,4114,1472,4,3
92426,2,3879,1472,11,10
92427,2,3912,1472,8,7
92428,2,4174,1472,9,8
92429,2,4080,1472,10,9
92430,2,4231,1472,3,2
92431,2,4179,1472,10,9
92432,2,4242,1472,7,6
92433,2,4118,1472,8,7
92434,4,4241,1742,7,6
92435,2,4138,1674,11,10
92436,2,4138,1676,10,9
92437,4,4138,1676,10,9
92438,2,3896,1578,10,9
92439,2,3807,1578,10,9
92440,2,3917,1578,11,10
92441,2,3811,1578,14,13
92442,2,1945,1578,9,8
92443,2,1825,1578,10,9
92444,2,3936,1578,11,10
92445,2,1756,1578,5,4
92446,2,3930,1578,6,5
92447,2,1318,1578,9,8
92448,2,3889,1578,11,10
92449,2,3687,1578,5,4
92450,2,3898,1578,11,10
92451,2,1772,1578,8,7
92452,2,1929,1578,7,6
92453,2,1941,1578,9,8
92454,2,4085,1578,10,9
92455,2,3842,1578,7,6
92456,2,1939,1578,9,8
92457,2,4232,1578,9,8
92458,2,3831,1578,11,10
92459,2,1771,1578,10,9
92460,2,1899,1578,10,9
92461,2,4086,1578,6,5
92462,2,3927,1578,7,6
92463,2,4382,1578,9,8
92464,2,4010,1542,10,9
92465,2,3841,1578,11,10
92466,2,3862,1578,5,4
92467,2,1763,1578,5,4
92468,2,3692,1578,11,10
92469,5,3594,1462,6,5
92470,5,4391,1462,6,5
92471,5,3366,1535,6,5
92472,5,3600,1535,3,2
92473,5,4004,1610,11,10
92474,5,3288,1610,4,3
92475,5,2573,1610,3,2
92476,5,3084,1610,7,6
92477,5,4517,1499,7,6
92478,5,3334,1499,7,6
92479,5,2579,1571,8,7
92480,5,3427,2096,7,6
92481,5,2838,1751,6,5
92482,5,2861,1751,4,3
92483,5,3009,1751,6,5
92484,5,3467,2098,8,7
92485,5,3611,2098,2,1
92486,5,3319,2098,6,5
92487,5,3427,2098,6,5
92488,5,3425,2097,3,2
92489,5,3611,2097,4,3
92490,5,3001,1458,7,6
92491,5,3001,1459,6,5
92493,5,4299,1459,7,6
92494,5,4299,1458,8,7
92496,5,4391,1459,7,6
92497,5,4391,1458,7,6
92498,5,4450,1458,6,5
92499,5,3074,1458,10,9
92500,5,3074,1459,9,8
92501,5,3552,1458,8,7
92502,5,3552,1459,6,5
92503,5,3169,1459,9,8
92504,5,4181,1459,7,6
92505,5,3541,1459,7,6
92507,5,3020,1458,14,13
92509,5,2686,1459,6,5
92513,5,4181,1458,7,6
92515,5,3948,1567,8,7
92516,5,3659,1567,8,7
92518,5,1885,1567,8,7
92519,5,3363,1567,14,13
92520,5,2828,1567,6,5
92521,5,1944,1567,8,7
92522,5,4304,1567,14,13
92524,5,3008,1567,7,6
92525,5,4402,1567,8,7
92527,5,2949,1567,9,8
92531,5,4504,1567,14,13
92532,5,1875,1567,14,13
92534,5,2567,1567,6,5
92535,5,3527,1567,14,13
92537,5,3514,1606,8,7
92538,5,2007,1605,10,9
92540,5,1373,1605,14,13
92542,5,1716,1605,14,13
92544,5,3365,1605,8,7
92546,5,3288,1605,8,7
92547,5,3658,1605,6,5
92549,5,1895,1605,14,13
92550,5,1888,1605,8,7
92553,5,3288,1606,8,7
92554,5,4004,1606,7,6
92558,5,2007,1606,10,9
92560,5,3289,1606,8,7
92562,5,2819,1606,14,13
92564,5,1716,1606,14,13
92565,6,1716,1606,14,13
92566,5,4197,1681,14,13
92567,5,4197,1682,14,13
92569,5,3017,1682,8,7
92571,5,2761,1682,14,13
92572,6,2761,1682,14,13
92573,5,3068,1682,10,9
92574,6,4197,1682,8,7
92575,5,3556,1682,9,8
92576,5,1623,1682,9,8
